Title,Authors,Abstract,Link,Star
Waveguide Quantum Electrodynamics with Giant Superconducting Artificial Atoms,"Bharath Kannan, Max Ruckriegel, Daniel Campbell, Anton Frisk Kockum, Jochen Braumüller, David Kim, Morten Kjaergaard, Philip Krantz, Alexander Melville, Bethany M. Niedzielski, Antti Vepsäläinen, Roni Winik, Jonilyn Yoder, Franco Nori, Terry P. Orlando, Simon Gustavsson, William D. Oliver","Models of light-matter interactions typically invoke the dipole approximation, within which atoms are treated as point-like objects when compared to the wavelength of the electromagnetic modes that they interact with. However, when the ratio between the size of the atom and the mode wavelength is increased, the dipole approximation no longer holds and the atom is referred to as a ""giant atom"". Thus far, experimental studies with solid-state devices in the giant-atom regime have been limited to superconducting qubits that couple to short-wavelength surface acoustic waves, only probing the properties of the atom at a single frequency. Here we employ an alternative architecture that realizes a giant atom by coupling small atoms to a waveguide at multiple, but well separated, discrete locations. Our realization of giant atoms enables tunable atom-waveguide couplings with large on-off ratios and a coupling spectrum that can be engineered by device design. We also demonstrate decoherence-free interactions between multiple giant atoms that are mediated by the quasi-continuous spectrum of modes in the waveguide-- an effect that is not possible to achieve with small atoms. These features allow qubits in this architecture to switch between protected and emissive configurations in situ while retaining qubit-qubit interactions, opening new possibilities for high-fidelity quantum simulations and non-classical itinerant photon generation.",https://arxiv.org/abs/1912.12233,
The high-coherence fluxonium qubit,"Long B. Nguyen, Yen-Hsiang Lin, Aaron Somoroff, Raymond Mencia, Nicholas Grabon, Vladimir E. Manucharyan","We report superconducting fluxonium qubits with coherence times largely limited by energy relaxation and reproducibly satisfying T2 > 100 microseconds (T2 > 300 microseconds in one device). Moreover, given the state of the art values of the surface loss tangent and the 1/f flux noise amplitude, coherence can be further improved beyond 1 millisecond. Our results violate a common viewpoint that the number of Josephson junctions in a superconducting circuit -- over 100 here -- must be minimized for best qubit coherence. We outline how the unique to fluxonium combination of long coherence time and large anharmonicity can benefit both gate-based and adiabatic quantum computing.",https://arxiv.org/abs/1810.11006,
Dual-rail encoding with superconducting cavities,"James D. Teoh, Patrick Winkel, Harshvardhan K. Babla, Benjamin J. Chapman, Jahan Claes, Stijn J. de Graaf, John W. O. Garmon, William D. Kalfus, Yao Lu, Aniket Maiti, Kaavya Sahay, Neel Thakur, Takahiro Tsunoda, Sophia H. Xue, Luigi Frunzio, Steven M. Girvin, Shruti Puri, Robert J. Schoelkopf","The design of quantum hardware that reduces and mitigates errors is essential for practical quantum error correction (QEC) and useful quantum computation. To this end, we introduce the circuit-Quantum Electrodynamics (QED) dual-rail qubit in which our physical qubit is encoded in the single-photon subspace of two superconducting microwave cavities. The dominant photon loss errors can be detected and converted into erasure errors, which are in general much easier to correct. In contrast to linear optics, a circuit-QED implementation of the dual-rail code offers unique capabilities. Using just one additional transmon ancilla per dual-rail qubit, we describe how to perform a gate-based set of universal operations that includes state preparation, logical readout, and parametrizable single and two-qubit gates. Moreover, first-order hardware errors in the cavities and the transmon can be detected and converted to erasure errors in all operations, leaving background Pauli errors that are orders of magnitude smaller. Hence, the dual-rail cavity qubit exhibits a favorable hierarchy of error rates and is expected to perform well below the relevant QEC thresholds with today's coherence times.",https://arxiv.org/abs/2212.12077,
Demonstrating a long-coherence dual-rail erasure qubit using tunable transmons,"Harry Levine, Arbel Haim, Jimmy S. C. Hung, Nasser Alidoust, Mahmoud Kalaee, Laura DeLorenzo, E. Alex Wollack, Patricio Arrangoiz-Arriola, Amirhossein Khalajhedayati, Rohan Sanil, Hesam Moradinejad, Yotam Vaknin, Aleksander Kubica, David Hover, Shahriar Aghaeimeibodi, Joshua Ari Alcid, Christopher Baek, James Barnett, Kaustubh Bawdekar, Przemyslaw Bienias, Hugh Carson, Cliff Chen, Li Chen, Harut Chinkezian, Eric M. Chisholm, Andrew Clifford, R. Cosmic, Nicole Crisosto, Alexander M. Dalzell, Erik Davis, J. Mitch D'Ewart, Sandra Diez, Nathan D'Souza, Philipp T. Dumitrescu, Essam Elkhouly, Michael Fang, Yawen Fang, Steven T. Flammia, Matthew J. Fling, Gabriel Garcia, M. Kabeer Gharzai, Alexey V. Gorshkov, Mason J. Gray, Sebastian Grimberg, Arne L. Grimsmo, Connor T. Hann, Yuan He, Steven Heidel, Sean Howell, Matthew Hunt, Joseph K. Iverson, Ignace Jarrige, Liang Jiang, William M. Jones, Rassul Karabalin, Peter J. Karalekas, Andrew J. Keller, Davide Lasi, Menyoung Lee, Victor Ly, Gregory S. MacCabe, Neha Mahuli, Guillaume Marcaud, Matthew H. Matheny, Sam McArdle, Gavin McCabe, Gabe Merton, Cody Miles, Ashley Milsted, Anurag Mishra, Lorenzo Moncelsi, Mahdi Naghiloo, Kyungjoo Noh, Eric Oblepias, Gerson Ortuno, John Clai Owens, Jason Pagdilao, Ashley Panduro, J. -P. Paquette, Rishi N. Patel, Gregory A. Peairs, David J. Perello, Eric C. Peterson, Sophia Ponte, Harald Putterman, Gil Refael, Philip Reinhold, Rachel Resnick, Omar A. Reyna, Roberto Rodriguez, Jefferson Rose, Alex H. Rubin, Marc Runyan, Colm A. Ryan, Abdulrahman Sahmoud, Thomas Scaffidi, Bhavik Shah, Salome Siavoshi, Prasahnt Sivarajah, Trenton Skogland, Chun-Ju Su, Loren J. Swenson, Jared Sylvia, Stephanie M. Teo, Astrid Tomada, Giacomo Torlai, Mark Wistrom, Kailing Zhang, Ido Zuk, Aashish A. Clerk, Fernando G. S. L. Brandão, Alex Retzker, Oskar Painter","Quantum error correction with erasure qubits promises significant advantages over standard error correction due to favorable thresholds for erasure errors. To realize this advantage in practice requires a qubit for which nearly all errors are such erasure errors, and the ability to check for erasure errors without dephasing the qubit. We demonstrate that a ""dual-rail qubit"" consisting of a pair of resonantly coupled transmons can form a highly coherent erasure qubit, where transmon $T_1$ errors are converted into erasure errors and residual dephasing is strongly suppressed, leading to millisecond-scale coherence within the qubit subspace. We show that single-qubit gates are limited primarily by erasure errors, with erasure probability $p_\text{erasure} = 2.19(2)\times 10^{-3}$ per gate while the residual errors are $\sim 40$ times lower. We further demonstrate mid-circuit detection of erasure errors while introducing $< 0.1\%$ dephasing error per check. Finally, we show that the suppression of transmon noise allows this dual-rail qubit to preserve high coherence over a broad tunable operating range, offering an improved capacity to avoid frequency collisions. This work establishes transmon-based dual-rail qubits as an attractive building block for hardware-efficient quantum error correction.",https://arxiv.org/abs/2307.08737,
Procedure for systematically tuning up crosstalk in the cross resonance gate,"Sarah Sheldon, Easwar Magesan, Jerry M. Chow, Jay M. Gambetta",We present improvements in both theoretical understanding and experimental implementation of the cross resonance (CR) gate that have led to shorter two-qubit gate times and interleaved randomized benchmarking fidelities exceeding 99%. The CR gate is an all-microwave two-qubit gate offers that does not require tunability and is therefore well suited to quantum computing architectures based on 2D superconducting qubits. The performance of the gate has previously been hindered by long gate times and fidelities averaging 94-96%. We have developed a calibration procedure that accurately measures the full CR Hamiltonian. The resulting measurements agree with theoretical analysis of the gate and also elucidate the error terms that have previously limited the gate fidelity. The increase in fidelity that we have achieved was accomplished by introducing a second microwave drive tone on the target qubit to cancel unwanted components of the CR Hamiltonian.,https://arxiv.org/abs/1603.04821,
Demonstrating Quantum Error Correction that Extends the Lifetime of Quantum Information,"Nissim Ofek, Andrei Petrenko, Reinier Heeres, Philip Reinhold, Zaki Leghtas, Brian Vlastakis, Yehan Liu, Luigi Frunzio, S. M. Girvin, Liang Jiang, Mazyar Mirrahimi, M. H. Devoret, R. J. Schoelkopf","The remarkable discovery of Quantum Error Correction (QEC), which can overcome the errors experienced by a bit of quantum information (qubit), was a critical advance that gives hope for eventually realizing practical quantum computers. In principle, a system that implements QEC can actually pass a ""break-even"" point and preserve quantum information for longer than the lifetime of its constituent parts. Reaching the break-even point, however, has thus far remained an outstanding and challenging goal. Several previous works have demonstrated elements of QEC in NMR, ions, nitrogen vacancy (NV) centers, photons, and superconducting transmons. However, these works primarily illustrate the signatures or scaling properties of QEC codes rather than test the capacity of the system to extend the lifetime of quantum information over time. Here we demonstrate a QEC system that reaches the break-even point by suppressing the natural errors due to energy loss for a qubit logically encoded in superpositions of coherent states, or cat states of a superconducting resonator. Moreover, the experiment implements a full QEC protocol by using real-time feedback to encode, monitor naturally occurring errors, decode, and correct. As measured by full process tomography, the enhanced lifetime of the encoded information is 320 microseconds without any post-selection. This is 20 times greater than that of the system's transmon, over twice as long as an uncorrected logical encoding, and 10% longer than the highest quality element of the system (the resonator's 0, 1 Fock states). Our results illustrate the power of novel, hardware efficient qubit encodings over traditional QEC schemes. Furthermore, they advance the field of experimental error correction from confirming the basic concepts to exploring the metrics that drive system performance and the challenges in implementing a fault-tolerant system.",https://arxiv.org/abs/1602.04768,
Resolving photon number states in a superconducting circuit,"D. I. Schuster, A. A. Houck, J. A. Schreier, A. Wallraff, J. M. Gambetta, A. Blais, L. Frunzio, B. Johnson, M. H. Devoret, S. M. Girvin, R. J. Schoelkopf","Electromagnetic signals are always composed of photons, though in the circuit domain those signals are carried as voltages and currents on wires, and the discreteness of the photon's energy is usually not evident. However, by coupling a superconducting qubit to signals on a microwave transmission line, it is possible to construct an integrated circuit where the presence or absence of even a single photon can have a dramatic effect. This system is called circuit quantum electrodynamics (QED) because it is the circuit equivalent of the atom-photon interaction in cavity QED. Previously, circuit QED devices were shown to reach the resonant strong coupling regime, where a single qubit can absorb and re-emit a single photon many times. Here, we report a circuit QED experiment which achieves the strong dispersive limit, a new regime of cavity QED in which a single photon has a large effect on the qubit or atom without ever being absorbed. The hallmark of this strong dispersive regime is that the qubit transition can be resolved into a separate spectral line for each photon number state of the microwave field. The strength of each line is a measure of the probability to find the corresponding photon number in the cavity. This effect has been used to distinguish between coherent and thermal fields and could be used to create a photon statistics analyzer. Since no photons are absorbed by this process, one should be able to generate non-classical states of light by measurement and perform qubit-photon conditional logic, the basis of a logic bus for a quantum computer.",https://arxiv.org/abs/cond-mat/0608693,
Charge insensitive qubit design derived from the Cooper pair box,"Jens Koch, Terri M. Yu, Jay Gambetta, A. A. Houck, D. I. Schuster, J. Majer, Alexandre Blais, M. H. Devoret, S. M. Girvin, R. J. Schoelkopf","Short dephasing times pose one of the main challenges in realizing a quantum computer. Different approaches have been devised to cure this problem for superconducting qubits, a prime example being the operation of such devices at optimal working points, so-called ""sweet spots."" This latter approach led to significant improvement of $T_2$ times in Cooper pair box qubits [D. Vion et al., Science 296, 886 (2002)]. Here, we introduce a new type of superconducting qubit called the ""transmon."" Unlike the charge qubit, the transmon is designed to operate in a regime of significantly increased ratio of Josephson energy and charging energy $E_J/E_C$. The transmon benefits from the fact that its charge dispersion decreases exponentially with $E_J/E_C$, while its loss in anharmonicity is described by a weak power law. As a result, we predict a drastic reduction in sensitivity to charge noise relative to the Cooper pair box and an increase in the qubit-photon coupling, while maintaining sufficient anharmonicity for selective qubit control. Our detailed analysis of the full system shows that this gain is not compromised by increased noise in other known channels.",https://arxiv.org/abs/cond-mat/0703002,
Observation of high coherence in Josephson junction qubits measured in a three-dimensional circuit QED architecture,"Hanhee Paik, D. I. Schuster, Lev S. Bishop, G. Kirchmair, G. Catelani, A. P. Sears, B. R. Johnson, M. J. Reagor, L. Frunzio, L. Glazman, S. M. Girvin, M. H. Devoret, R. J. Schoelkopf","Superconducting quantum circuits based on Josephson junctions have made rapid progress in demonstrating quantum behavior and scalability. However, the future prospects ultimately depend upon the intrinsic coherence of Josephson junctions, and whether superconducting qubits can be adequately isolated from their environment. We introduce a new architecture for superconducting quantum circuits employing a three dimensional resonator that suppresses qubit decoherence while maintaining sufficient coupling to the control signal. With the new architecture, we demonstrate that Josephson junction qubits are highly coherent, with $T_2 \sim 10 μ$s to $20 μ$s without the use of spin echo, and highly stable, showing no evidence for $1/f$ critical current noise. These results suggest that the overall quality of Josephson junctions in these qubits will allow error rates of a few $10^{-4}$, approaching the error correction threshold.",https://arxiv.org/abs/1105.4652,
Controlling the spontaneous emission of a superconducting transmon qubit,"A. A. Houck, J. A. Schreier, B. R. Johnson, J. M. Chow, Jens Koch, J. M. Gambetta, D. I. Schuster, L. Frunzio, M. H. Devoret, S. M. Girvin, R. J. Schoelkopf",We present a detailed characterization of coherence in seven transmon qubits in a circuit QED architecture. We find that spontaneous emission rates are strongly influenced by far off-resonant modes of the cavity and can be understood within a semiclassical circuit model. A careful analysis of the spontaneous qubit decay into a microwave transmission-line cavity can accurately predict the qubit lifetimes over two orders of magnitude in time and more than an octave in frequency. Coherence times $T_1$ and $T_2^*$ of more than a microsecond are reproducibly demonstrated.,https://arxiv.org/abs/0803.4490,
2D transmons with lifetimes and coherence times exceeding 1 millisecond,"Matthew P. Bland, Faranak Bahrami, Jeronimo G. C. Martinez, Paal H. Prestegaard, Basil M. Smitham, Atharv Joshi, Elizabeth Hedrick, Alex Pakpour-Tabrizi, Shashwat Kumar, Apoorv Jindal, Ray D. Chang, Ambrose Yang, Guangming Cheng, Nan Yao, Robert J. Cava, Nathalie P. de Leon, Andrew A. Houck","Materials improvements are a powerful approach to reducing loss and decoherence in superconducting qubits because such improvements can be readily translated to large scale processors. Recent work improved transmon coherence by utilizing tantalum (Ta) as a base layer and sapphire as a substrate. The losses in these devices are dominated by two-level systems (TLSs) with comparable contributions from both the surface and bulk dielectrics, indicating that both must be tackled to achieve major improvements in the state of the art. Here we show that replacing the substrate with high-resistivity silicon (Si) dramatically decreases the bulk substrate loss, enabling 2D transmons with time-averaged quality factors (Q) exceeding 1.5 x 10^7, reaching a maximum Q of 2.5 x 10^7, corresponding to a lifetime (T_1) of up to 1.68 ms. This low loss allows us to observe decoherence effects related to the Josephson junction, and we use improved, low-contamination junction deposition to achieve Hahn echo coherence times (T_2E) exceeding T_1. We achieve these material improvements without any modifications to the qubit architecture, allowing us to readily incorporate standard quantum control gates. We demonstrate single qubit gates with 99.994% fidelity. The Ta-on-Si platform comprises a simple material stack that can potentially be fabricated at wafer scale, and therefore can be readily translated to large-scale quantum processors.",https://arxiv.org/abs/2503.14798,
Circuit Quantum Electrodynamics: Coherent Coupling of a Single Photon to a Cooper Pair Box,"A. Wallraff, D. I. Schuster, A. Blais, L. Frunzio, R. -S. Huang, J. Majer, S. Kumar, S. M. Girvin, R. J. Schoelkopf","Under appropriate conditions, superconducting electronic circuits behave quantum mechanically, with properties that can be designed and controlled at will. We have realized an experiment in which a superconducting two-level system, playing the role of an artificial atom, is strongly coupled to a single photon stored in an on-chip cavity. We show that the atom-photon coupling in this circuit can be made strong enough for coherent effects to dominate over dissipation, even in a solid state environment. This new regime of matter light interaction in a circuit can be exploited for quantum information processing and quantum communication. It may also lead to new approaches for single photon generation and detection.",https://arxiv.org/abs/cond-mat/0407325,
Rapid high-fidelity multiplexed readout of superconducting qubits,"Johannes Heinsoo, Christian Kraglund Andersen, Ants Remm, Sebastian Krinner, Theodore Walter, Yves Salathé, Simone Gasparinetti, Jean-Claude Besse, Anton Potočnik, Christopher Eichler, Andreas Wallraff","The duration and fidelity of qubit readout is a critical factor for applications in quantum information processing as it limits the fidelity of algorithms which reuse qubits after measurement or apply feedback based on the measurement result. Here we present fast multiplexed readout of five qubits in a single 1.2 GHz wide readout channel. Using a readout pulse length of 80 ns and populating readout resonators for less than 250 ns we find an average correct assignment probability for the five measured qubits to be $97\%$. The differences between the individual readout errors and those found when measuring the qubits simultaneously are within $1\%$. We employ individual Purcell filters for each readout resonator to suppress off-resonant driving, which we characterize by the dephasing imposed on unintentionally measured qubits. We expect the here presented readout scheme to become particularly useful for the selective readout of individual qubits in multi-qubit quantum processors.",https://arxiv.org/abs/1801.07904,
Superconducting Qubits: Current State of Play,"Morten Kjaergaard, Mollie E. Schwartz, Jochen Braumüller, Philip Krantz, Joel I-Jan Wang, Simon Gustavsson, William D. Oliver","Superconducting qubits are leading candidates in the race to build a quantum computer capable of realizing computations beyond the reach of modern supercomputers. The superconducting qubit modality has been used to demonstrate prototype algorithms in the 'noisy intermediate scale quantum' (NISQ) technology era, in which non-error-corrected qubits are used to implement quantum simulations and quantum algorithms. With the recent demonstrations of multiple high fidelity two-qubit gates as well as operations on logical qubits in extensible superconducting qubit systems, this modality also holds promise for the longer-term goal of building larger-scale error-corrected quantum computers. In this brief review, we discuss several of the recent experimental advances in qubit hardware, gate implementations, readout capabilities, early NISQ algorithm implementations, and quantum error correction using superconducting qubits. While continued work on many aspects of this technology is certainly necessary, the pace of both conceptual and technical progress in the last years has been impressive, and here we hope to convey the excitement stemming from this progress.",https://arxiv.org/abs/1905.13641,
"High-Fidelity, Frequency-Flexible Two-Qubit Fluxonium Gates with a Transmon Coupler","Leon Ding, Max Hays, Youngkyu Sung, Bharath Kannan, Junyoung An, Agustin Di Paolo, Amir H. Karamlou, Thomas M. Hazard, Kate Azar, David K. Kim, Bethany M. Niedzielski, Alexander Melville, Mollie E. Schwartz, Jonilyn L. Yoder, Terry P. Orlando, Simon Gustavsson, Jeffrey A. Grover, Kyle Serniak, William D. Oliver","We propose and demonstrate an architecture for fluxonium-fluxonium two-qubit gates mediated by transmon couplers (FTF, for fluxonium-transmon-fluxonium). Relative to architectures that exclusively rely on a direct coupling between fluxonium qubits, FTF enables stronger couplings for gates using non-computational states while simultaneously suppressing the static controlled-phase entangling rate ($ZZ$) down to kHz levels, all without requiring strict parameter matching. Here we implement FTF with a flux-tunable transmon coupler and demonstrate a microwave-activated controlled-Z (CZ) gate whose operation frequency can be tuned over a 2 GHz range, adding frequency allocation freedom for FTF's in larger systems. Across this range, state-of-the-art CZ gate fidelities were observed over many bias points and reproduced across the two devices characterized in this work. After optimizing both the operation frequency and the gate duration, we achieved peak CZ fidelities in the 99.85-99.9\% range. Finally, we implemented model-free reinforcement learning of the pulse parameters to boost the mean gate fidelity up to $99.922\pm0.009\%$, averaged over roughly an hour between scheduled training runs. Beyond the microwave-activated CZ gate we present here, FTF can be applied to a variety of other fluxonium gate schemes to improve gate fidelities and passively reduce unwanted $ZZ$ interactions.",https://arxiv.org/abs/2304.06087,
Measurement-induced state transitions in a superconducting qubit: Beyond the rotating wave approximation,"Daniel Sank, Zijun Chen, Mostafa Khezri, J. Kelly, R. Barends, B. Campbell, Y. Chen, B. Chiaro, A. Dunsworth, A. Fowler, E. Jeffrey, E. Lucero, A. Megrant, J. Mutus, M. Neeley, C. Neill, P. J. J. O'Malley, C. Quintana, P. Roushan, A. Vainsencher, J. Wenner, T. White, Alexander N. Korotkov, John M. Martinis","Many superconducting qubit systems use the dispersive interaction between the qubit and a coupled harmonic resonator to perform quantum state measurement. Previous works have found that such measurements can induce state transitions in the qubit if the number of photons in the resonator is too high. We investigate these transitions and find that they can push the qubit out of the two-level subspace, and that they show resonant behavior as a function of photon number. We develop a theory for these observations based on level crossings within the Jaynes-Cummings ladder, with transitions mediated by terms in the Hamiltonian that are typically ignored by the rotating wave approximation. We find that the most important of these terms comes from an unexpected broken symmetry in the qubit potential. We confirm the theory by measuring the photon occupation of the resonator when transitions occur while varying the detuning between the qubit and resonator.",https://arxiv.org/abs/1606.05721,
Efficient Z-Gates for Quantum Computing,"David C. McKay, Christopher J. Wood, Sarah Sheldon, Jerry M. Chow, Jay M. Gambetta","For superconducting qubits, microwave pulses drive rotations around the Bloch sphere. The phase of these drives can be used to generate zero-duration arbitrary ""virtual"" Z-gates which, combined with two $X_{π/2}$ gates, can generate any SU(2) gate. Here we show how to best utilize these virtual Z-gates to both improve algorithms and correct pulse errors. We perform randomized benchmarking using a Clifford set of Hadamard and Z-gates and show that the error per Clifford is reduced versus a set consisting of standard finite-duration X and Y gates. Z-gates can correct unitary rotation errors for weakly anharmonic qubits as an alternative to pulse shaping techniques such as DRAG. We investigate leakage and show that a combination of DRAG pulse shaping to minimize leakage and Z-gates to correct rotation errors (DRAGZ) realizes a 13.3~ns $X_{π/2}$ gate characterized by low error ($1.95[3]\times 10^{-4}$) and low leakage ($3.1[6]\times 10^{-6}$). Ultimately leakage is limited by the finite temperature of the qubit, but this limit is two orders-of-magnitude smaller than pulse errors due to decoherence.",https://arxiv.org/abs/1612.00858,
"Introduction to Quantum Noise, Measurement and Amplification","A. A. Clerk, M. H. Devoret, S. M. Girvin, F. Marquardt, R. J. Schoelkopf","The topic of quantum noise has become extremely timely due to the rise of quantum information physics and the resulting interchange of ideas between the condensed matter and AMO/quantum optics communities. This review gives a pedagogical introduction to the physics of quantum noise and its connections to quantum measurement and quantum amplification. After introducing quantum noise spectra and methods for their detection, we describe the basics of weak continuous measurements. Particular attention is given to treating the standard quantum limit on linear amplifiers and position detectors using a general linear-response framework. We show how this approach relates to the standard Haus-Caves quantum limit for a bosonic amplifier known in quantum optics, and illustrate its application for the case of electrical circuits, including mesoscopic detectors and resonant cavity detectors.",https://arxiv.org/abs/0810.4729,
Simple pulses for elimination of leakage in weakly nonlinear qubits,"F. Motzoi, J. M. Gambetta, P. Rebentrost, F. K. Wilhelm","In realizations of quantum computing, a two-level system (qubit) is often singled out of the many levels of an anharmonic oscillator. In these cases, simple qubit control fails on short time scales because of coupling to leakage levels. We provide an easy to implement analytic formula that inhibits this leakage from any single-control analog or pixelated pulse. It is based on adding a second control that is proportional to the time-derivative of the first. For realistic parameters of superconducting qubits, this strategy reduces the error by an order of magnitude relative to the state of the art, all based on smooth and feasible pulse shapes. These results show that even weak anharmonicity is sufficient and in general not a limiting factor for implementing quantum gates.",https://arxiv.org/abs/0901.0534,
Transmon qubit with relaxation time exceeding 0.5 milliseconds,"Chenlu Wang, Xuegang Li, Huikai Xu, Zhiyuan Li, Junhua Wang, Zhen Yang, Zhenyu Mi, Xuehui Liang, Tang Su, Chuhong Yang, Guangyue Wang, Wenyan Wang, Yongchao Li, Mo Chen, Chengyao Li, Kehuan Linghu, Jiaxiu Han, Yingshan Zhang, Yulong Feng, Yu Song, Teng Ma, Jingning Zhang, Ruixia Wang, Peng Zhao, Weiyang Liu, Guangming Xue, Yirong Jin, Haifeng Yu","By using the dry etching process of tantalum (Ta) film, we had obtained transmon qubit with the best lifetime (T1) 503 us, suggesting that the dry etching process can be adopted in the following multi-qubit fabrication with Ta film. We also compared the relaxation and coherence times of transmons made with different materials (Ta, Nb and Al) with the same design and fabrication processes of Josephson junction, we found that samples prepared with Ta film had the best performance, followed by those with Al film and Nb film. We inferred that the reason for this difference was due to the different loss of oxide materials located at the metal-air interface.",https://arxiv.org/abs/2105.09890,
Fast Reset and Suppressing Spontaneous Emission of a Superconducting Qubit,"M. D. Reed, B. R. Johnson, A. A. Houck, L. DiCarlo, J. M. Chow, D. I. Schuster, L. Frunzio, R. J. Schoelkopf","Spontaneous emission through a coupled cavity can be a significant decay channel for qubits in circuit quantum electrodynamics. We present a circuit design that effectively eliminates spontaneous emission due to the Purcell effect while maintaining strong coupling to a low-Q cavity. Excellent agreement over a wide range in frequency is found between measured qubit relaxation times and the predictions of a circuit model. Using fast (nanosecond time-scale) flux biasing of the qubit, we demonstrate in situ control of qubit lifetime over a factor of 50. We realize qubit reset with 99.9% fidelity in 120 ns.",https://arxiv.org/abs/1003.0142,
Resonance Fluorescence of a Single Artificial Atom,"O. Astafiev, A. M. Zagoskin, A. A. Abdumalikov, Yu. A. Pashkin, T. Yamamoto, K. Inomata, Y. Nakamura, J. S. Tsai","An atom in open space can be detected by means of resonant absorption and reemission of electromagnetic waves, known as resonance fluorescence, which is a fundamental phenomenon of quantum optics. We report on the observation of scattering of propagating waves by a single artificial atom. The behavior of the artificial atom, a superconducting macroscopic two-level system, is in a quantitative agreement with the predictions of quantum optics for a pointlike scatterer interacting with the electromagnetic field in one-dimensional open space. The strong atom-field interaction as revealed in a high degree of extinction of propagating waves will allow applications of controllable artificial atoms in quantum optics and photonics.",https://arxiv.org/abs/1002.4944,
Decoherence in Josephson Qubits from Dielectric Loss,"John M. Martinis, K. B. Cooper, R. McDermott, Matthias Steffen, Markus Ansmann, K. Osborn, K. Cicak, S. Oh, D. P. Pappas, R. W. Simmonds, clare C. Yu","Dielectric loss from two-level states is shown to be a dominant decoherence source in superconducting quantum bits. Depending on the qubit design, dielectric loss from insulating materials or the tunnel junction can lead to short coherence times. We show that a variety of microwave and qubit measurements are well modeled by loss from resonant absorption of two-level defects. Our results demonstrate that this loss can be significantly reduced by using better dielectrics and fabricating junctions of small area $\lesssim 10 μ\textrm{m}^2$. With a redesigned phase qubit employing low-loss dielectrics, the energy relaxation rate has been improved by a factor of 20, opening up the possibility of multi-qubit gates and algorithms.",https://arxiv.org/abs/cond-mat/0507622,
Measurement-Induced Transmon Ionization,"Marie Frédérique Dumas, Benjamin Groleau-Paré, Alexander McDonald, Manuel H. Muñoz-Arias, Cristóbal Lledó, Benjamin D'Anjou, Alexandre Blais","Despite the high measurement fidelity that can now be reached, the dispersive qubit readout of circuit quantum electrodynamics is plagued by a loss of its quantum nondemolition character and a decrease in fidelity with increased measurement strength. In this work, we elucidate the nature of this dynamical process, which we refer to as transmon ionization. We develop a comprehensive framework which provides a physical picture of the origin of transmon ionization. This framework consists of three complementary levels of descriptions: a fully quantized transmon-resonator model, a semiclassical model where the resonator is treated as a classical drive on the transmon, and a fully classical model. Crucially, all three approaches preserve the full cosine potential of the transmon and lead to similar predictions. This framework identifies the multiphoton resonances responsible for transmon ionization. It also allows one to efficiently compute numerical estimates of the photon number threshold for ionization, which are in remarkable agreement with recent experimental results. The tools developed within this work are both conceptually and computationally simple, and we expect them to become an integral part of the theoretical underpinning of all circuit QED experiments.",https://arxiv.org/abs/2402.06615,1
Cavity quantum electrodynamics for superconducting electrical circuits: an architecture for quantum computation,"Alexandre Blais, Ren-Shou Huang, Andreas Wallraff, S. M. Girvin, R. J. Schoelkopf","We propose a realizable architecture using one-dimensional transmission line resonators to reach the strong coupling limit of cavity quantum electrodynamics in superconducting electrical circuits. The vacuum Rabi frequency for the coupling of cavity photons to quantized excitations of an adjacent electrical circuit (qubit) can easily exceed the damping rates of both the cavity and the qubit. This architecture is attractive both as a macroscopic analog of atomic physics experiments and for quantum computing and control, since it provides strong inhibition of spontaneous emission, potentially leading to greatly enhanced qubit lifetimes, allows high-fidelity quantum non-demolition measurements of the state of multiple qubits, and has a natural mechanism for entanglement of qubits separated by centimeter distances. In addition it would allow production of microwave photon states of fundamental importance for quantum communication.",https://arxiv.org/abs/cond-mat/0402216,
Dynamical decoupling and noise spectroscopy with a superconducting flux qubit,"Jonas Bylander, Simon Gustavsson, Fei Yan, Fumiki Yoshihara, Khalil Harrabi, George Fitch, David G. Cory, Yasunobu Nakamura, Jaw-Shen Tsai, William D. Oliver","The characterization and mitigation of decoherence in natural and artificial two-level systems (qubits) is fundamental to quantum information science and its applications. Decoherence of a quantum superposition state arises from the interaction between the constituent system and the uncontrolled degrees of freedom in its environment. Within the standard Bloch-Redfield picture of two-level system dynamics, qubit decoherence is characterized by two rates: a longitudinal relaxation rate Gamma1 due to the exchange of energy with the environment, and a transverse relaxation rate Gamma2 = Gamma1/2 + Gamma_phi which contains the pure dephasing rate Gamma_phi. Irreversible energy relaxation can only be mitigated by reducing the amount of environmental noise, reducing the qubit's internal sensitivity to that noise, or through multi-qubit encoding and error correction protocols (which already presume ultra-low error rates). In contrast, dephasing is in principle reversible and can be refocused dynamically through the application of coherent control pulse methods. In this work we demonstrate how dynamical-decoupling techniques can moderate the dephasing effects of low-frequency noise on a superconducting qubit with energy-relaxation time T1 = 1/Gamma1 = 12 us. Using the CPMG sequence with up to 200 pi-pulses, we demonstrate a 50-fold improvement in the transverse relaxation time T2 over its baseline value. We observe relaxation-limited times T2(CPMG) = 23 us = 2 T1 resulting from CPMG-mediated Gaussian pure-dephasing times in apparent excess of 100 us. We leverage the filtering property of this sequence in conjunction with Rabi and energy relaxation measurements to facilitate the spectroscopy and reconstruction of the environmental noise power spectral density.",https://arxiv.org/abs/1101.4707,
